Energy virulence model		dt	E_lower	 E_upper									
m	5997	0.01	0.5	0.9									
													
			smooth_step parameter										
			step_time	1.5									
													
				"E (Energy) series is fixed here, ie not calculated "									
k	t	E_lower (lhs)	E_upper (lhs)	E (lhs)	Step-Virulence (rhs)	Smooth-Step_Virulence (rhs)	E_lower<E<E_upper	E<E_lower	from below	t_last_switch	smoothstep		
3095	30.95	0.5	0.9	0.691744391	0	0	1	0	0	13.960	1.000		
3096	30.96	0.5	0.9	0.690244391	0	0	1	0	0	13.960	1.000		
3097	30.97	0.5	0.9	0.688744391	0	0	1	0	0	13.960	1.000		
3098	30.98	0.5	0.9	0.687244391	0	0	1	0	0	13.960	1.000		
3099	30.99	0.5	0.9	0.685744391	0	0	1	0	0	13.960	1.000		
3100	31	0.5	0.9	0.684244391	0	0	1	0	0	13.960	1.000		
3101	31.01	0.5	0.9	0.682744391	0	0	1	0	0	13.960	1.000		
3102	31.02	0.5	0.9	0.681244391	0	0	1	0	0	13.960	1.000		
3103	31.03	0.5	0.9	0.679744391	0	0	1	0	0	13.960	1.000		
3104	31.04	0.5	0.9	0.678244391	0	0	1	0	0	13.960	1.000		
3105	31.05	0.5	0.9	0.676744391	0	0	1	0	0	13.960	1.000		
3106	31.06	0.5	0.9	0.675244391	0	0	1	0	0	13.960	1.000		
3107	31.07	0.5	0.9	0.673744391	0	0	1	0	0	13.960	1.000		
3108	31.08	0.5	0.9	0.672244391	0	0	1	0	0	13.960	1.000		
3109	31.09	0.5	0.9	0.670744391	0	0	1	0	0	13.960	1.000		
3110	31.1	0.5	0.9	0.669244391	0	0	1	0	0	13.960	1.000		
3111	31.11	0.5	0.9	0.667744391	0	0	1	0	0	13.960	1.000		
3112	31.12	0.5	0.9	0.666244391	0	0	1	0	0	13.960	1.000		
3113	31.13	0.5	0.9	0.664744391	0	0	1	0	0	13.960	1.000		
3114	31.14	0.5	0.9	0.663244391	0	0	1	0	0	13.960	1.000		
3115	31.15	0.5	0.9	0.661744391	0	0	1	0	0	13.960	1.000		
3116	31.16	0.5	0.9	0.660244391	0	0	1	0	0	13.960	1.000		
3117	31.17	0.5	0.9	0.658744391	0	0	1	0	0	13.960	1.000		
3118	31.18	0.5	0.9	0.657244391	0	0	1	0	0	13.960	1.000		
3119	31.19	0.5	0.9	0.655744391	0	0	1	0	0	13.960	1.000		
3120	31.2	0.5	0.9	0.654244391	0	0	1	0	0	13.960	1.000		
3121	31.21	0.5	0.9	0.652744391	0	0	1	0	0	13.960	1.000		
3122	31.22	0.5	0.9	0.651244391	0	0	1	0	0	13.960	1.000		
3123	31.23	0.5	0.9	0.649744391	0	0	1	0	0	13.960	1.000		
3124	31.24	0.5	0.9	0.648244391	0	0	1	0	0	13.960	1.000		
3125	31.25	0.5	0.9	0.646744391	0	0	1	0	0	13.960	1.000		
3126	31.26	0.5	0.9	0.645244391	0	0	1	0	0	13.960	1.000		
3127	31.27	0.5	0.9	0.643744391	0	0	1	0	0	13.960	1.000		
3128	31.28	0.5	0.9	0.642244391	0	0	1	0	0	13.960	1.000		
3129	31.29	0.5	0.9	0.640744391	0	0	1	0	0	13.960	1.000		
3130	31.3	0.5	0.9	0.639244391	0	0	1	0	0	13.960	1.000		
3131	31.31	0.5	0.9	0.637744391	0	0	1	0	0	13.960	1.000		
3132	31.32	0.5	0.9	0.636244391	0	0	1	0	0	13.960	1.000		
3133	31.33	0.5	0.9	0.634744391	0	0	1	0	0	13.960	1.000		
3134	31.34	0.5	0.9	0.633244391	0	0	1	0	0	13.960	1.000		
3135	31.35	0.5	0.9	0.631744391	0	0	1	0	0	13.960	1.000		
3136	31.36	0.5	0.9	0.630244391	0	0	1	0	0	13.960	1.000		
3137	31.37	0.5	0.9	0.628744391	0	0	1	0	0	13.960	1.000		
3138	31.38	0.5	0.9	0.627244391	0	0	1	0	0	13.960	1.000		
3139	31.39	0.5	0.9	0.625744391	0	0	1	0	0	13.960	1.000		
3140	31.4	0.5	0.9	0.624244391	0	0	1	0	0	13.960	1.000		
3141	31.41	0.5	0.9	0.622744391	0	0	1	0	0	13.960	1.000		
3142	31.42	0.5	0.9	0.621244391	0	0	1	0	0	13.960	1.000		
3143	31.43	0.5	0.9	0.619744391	0	0	1	0	0	13.960	1.000		
3144	31.44	0.5	0.9	0.618244391	0	0	1	0	0	13.960	1.000		
3145	31.45	0.5	0.9	0.616744391	0	0	1	0	0	13.960	1.000		
3146	31.46	0.5	0.9	0.615244391	0	0	1	0	0	13.960	1.000		
3147	31.47	0.5	0.9	0.613744391	0	0	1	0	0	13.960	1.000		
3148	31.48	0.5	0.9	0.612244391	0	0	1	0	0	13.960	1.000		
3149	31.49	0.5	0.9	0.610744391	0	0	1	0	0	13.960	1.000		
3150	31.5	0.5	0.9	0.609244391	0	0	1	0	0	13.960	1.000		
3151	31.51	0.5	0.9	0.607744391	0	0	1	0	0	13.960	1.000		
3152	31.52	0.5	0.9	0.606244391	0	0	1	0	0	13.960	1.000		
3153	31.53	0.5	0.9	0.604744391	0	0	1	0	0	13.960	1.000		
3154	31.54	0.5	0.9	0.603244391	0	0	1	0	0	13.960	1.000		
3155	31.55	0.5	0.9	0.601744391	0	0	1	0	0	13.960	1.000		
3156	31.56	0.5	0.9	0.600244391	0	0	1	0	0	13.960	1.000		
3157	31.57	0.5	0.9	0.598744391	0	0	1	0	0	13.960	1.000		
3158	31.58	0.5	0.9	0.597244391	0	0	1	0	0	13.960	1.000		
3159	31.59	0.5	0.9	0.595744391	0	0	1	0	0	13.960	1.000		
3160	31.6	0.5	0.9	0.594244391	0	0	1	0	0	13.960	1.000		
3161	31.61	0.5	0.9	0.592744391	0	0	1	0	0	13.960	1.000		
3162	31.62	0.5	0.9	0.591244391	0	0	1	0	0	13.960	1.000		
3163	31.63	0.5	0.9	0.589744391	0	0	1	0	0	13.960	1.000		
3164	31.64	0.5	0.9	0.588244391	0	0	1	0	0	13.960	1.000		
3165	31.65	0.5	0.9	0.586744391	0	0	1	0	0	13.960	1.000		
3166	31.66	0.5	0.9	0.585244391	0	0	1	0	0	13.960	1.000		
3167	31.67	0.5	0.9	0.583744391	0	0	1	0	0	13.960	1.000		
3168	31.68	0.5	0.9	0.582244391	0	0	1	0	0	13.960	1.000		
3169	31.69	0.5	0.9	0.580744391	0	0	1	0	0	13.960	1.000		
3170	31.7	0.5	0.9	0.579244391	0	0	1	0	0	13.960	1.000		
3171	31.71	0.5	0.9	0.577744391	0	0	1	0	0	13.960	1.000		
3172	31.72	0.5	0.9	0.576244391	0	0	1	0	0	13.960	1.000		
3173	31.73	0.5	0.9	0.574744391	0	0	1	0	0	13.960	1.000		
3174	31.74	0.5	0.9	0.573244391	0	0	1	0	0	13.960	1.000		
3175	31.75	0.5	0.9	0.571744391	0	0	1	0	0	13.960	1.000		
3176	31.76	0.5	0.9	0.570244391	0	0	1	0	0	13.960	1.000		
3177	31.77	0.5	0.9	0.568744391	0	0	1	0	0	13.960	1.000		
3178	31.78	0.5	0.9	0.567244391	0	0	1	0	0	13.960	1.000		
3179	31.79	0.5	0.9	0.565744391	0	0	1	0	0	13.960	1.000		
3180	31.8	0.5	0.9	0.564244391	0	0	1	0	0	13.960	1.000		
3181	31.81	0.5	0.9	0.562744391	0	0	1	0	0	13.960	1.000		
3182	31.82	0.5	0.9	0.561244391	0	0	1	0	0	13.960	1.000		
3183	31.83	0.5	0.9	0.559744391	0	0	1	0	0	13.960	1.000		
3184	31.84	0.5	0.9	0.558244391	0	0	1	0	0	13.960	1.000		
3185	31.85	0.5	0.9	0.556744391	0	0	1	0	0	13.960	1.000		
3186	31.86	0.5	0.9	0.555244391	0	0	1	0	0	13.960	1.000		
3187	31.87	0.5	0.9	0.553744391	0	0	1	0	0	13.960	1.000		
3188	31.88	0.5	0.9	0.552244391	0	0	1	0	0	13.960	1.000		
3189	31.89	0.5	0.9	0.550744391	0	0	1	0	0	13.960	1.000		
3190	31.9	0.5	0.9	0.549244391	0	0	1	0	0	13.960	1.000		
3191	31.91	0.5	0.9	0.547744391	0	0	1	0	0	13.960	1.000		
3192	31.92	0.5	0.9	0.546244391	0	0	1	0	0	13.960	1.000		
3193	31.93	0.5	0.9	0.544744391	0	0	1	0	0	13.960	1.000		
3194	31.94	0.5	0.9	0.543244391	0	0	1	0	0	13.960	1.000		
3195	31.95	0.5	0.9	0.541744391	0	0	1	0	0	13.960	1.000		
3196	31.96	0.5	0.9	0.540244391	0	0	1	0	0	13.960	1.000		
3197	31.97	0.5	0.9	0.538744391	0	0	1	0	0	13.960	1.000		
3198	31.98	0.5	0.9	0.537244391	0	0	1	0	0	13.960	1.000		
3199	31.99	0.5	0.9	0.535744391	0	0	1	0	0	13.960	1.000		
3200	32	0.5	0.9	0.534244391	0	0	1	0	0	13.960	1.000		
3201	32.01	0.5	0.9	0.532744391	0	0	1	0	0	13.960	1.000		
3202	32.02	0.5	0.9	0.531244391	0	0	1	0	0	13.960	1.000		
3203	32.03	0.5	0.9	0.529744391	0	0	1	0	0	13.960	1.000		
3204	32.04	0.5	0.9	0.528244391	0	0	1	0	0	13.960	1.000		
3205	32.05	0.5	0.9	0.526744391	0	0	1	0	0	13.960	1.000		
3206	32.06	0.5	0.9	0.525244391	0	0	1	0	0	13.960	1.000		
3207	32.07	0.5	0.9	0.523744391	0	0	1	0	0	13.960	1.000		
3208	32.08	0.5	0.9	0.522244391	0	0	1	0	0	13.960	1.000		
3209	32.09	0.5	0.9	0.520744391	0	0	1	0	0	13.960	1.000		
3210	32.1	0.5	0.9	0.519244391	0	0	1	0	0	13.960	1.000		
3211	32.11	0.5	0.9	0.517744391	0	0	1	0	0	13.960	1.000		
3212	32.12	0.5	0.9	0.516244391	0	0	1	0	0	13.960	1.000		
3213	32.13	0.5	0.9	0.514744391	0	0	1	0	0	13.960	1.000		
3214	32.14	0.5	0.9	0.513244391	0	0	1	0	0	13.960	1.000		
3215	32.15	0.5	0.9	0.511744391	0	0	1	0	0	13.960	1.000		
3216	32.16	0.5	0.9	0.510244391	0	0	1	0	0	13.960	1.000		
3217	32.17	0.5	0.9	0.508744391	0	0	1	0	0	13.960	1.000		
3218	32.18	0.5	0.9	0.507244391	0	0	1	0	0	13.960	1.000		
3219	32.19	0.5	0.9	0.505744391	0	0	1	0	0	13.960	1.000		
3220	32.2	0.5	0.9	0.504244391	0	0	1	0	0	13.960	1.000		
3221	32.21	0.5	0.9	0.502744391	0	0	1	0	0	13.960	1.000		
3222	32.22	0.5	0.9	0.501244391	0	0	1	0	0	13.960	1.000		
3223	32.23	0.5	0.9	0.499744391	1	0	0	1	1	32.230	0.000		
3224	32.24	0.5	0.9	0.498244391	1	0.000132741	0	1	1	32.230	0.000		
3225	32.25	0.5	0.9	0.496744391	1	0.000528593	0	1	1	32.230	0.001		
3226	32.26	0.5	0.9	0.495244391	1	0.001184	0	1	1	32.230	0.001		
3227	32.27	0.5	0.9	0.493744391	1	0.002095407	0	1	1	32.230	0.002		
3228	32.28	0.5	0.9	0.492244391	1	0.003259259	0	1	1	32.230	0.003		
3229	32.29	0.5	0.9	0.490744391	1	0.004672	0	1	1	32.230	0.005		
3230	32.3	0.5	0.9	0.489244391	1	0.006330074	0	1	1	32.230	0.006		
3231	32.31	0.5	0.9	0.487744391	1	0.008229926	0	1	1	32.230	0.008		
3232	32.32	0.5	0.9	0.486244391	1	0.010368	0	1	1	32.230	0.010		
3233	32.33	0.5	0.9	0.484744391	1	0.012740741	0	1	1	32.230	0.013		
3234	32.34	0.5	0.9	0.483244391	1	0.015344593	0	1	1	32.230	0.015		
3235	32.35	0.5	0.9	0.481744391	1	0.018176	0	1	1	32.230	0.018		
3236	32.36	0.5	0.9	0.480244391	1	0.021231407	0	1	1	32.230	0.021		
3237	32.37	0.5	0.9	0.478744391	1	0.024507259	0	1	1	32.230	0.025		
3238	32.38	0.5	0.9	0.477244391	1	0.028	0	1	1	32.230	0.028		
3239	32.39	0.5	0.9	0.475744391	1	0.031706074	0	1	1	32.230	0.032		
3240	32.4	0.5	0.9	0.474244391	1	0.035621926	0	1	1	32.230	0.036		
3241	32.41	0.5	0.9	0.472744391	1	0.039744	0	1	1	32.230	0.040		
3242	32.42	0.5	0.9	0.471244391	1	0.044068741	0	1	1	32.230	0.044		
3243	32.43	0.5	0.9	0.469744391	1	0.048592593	0	1	1	32.230	0.049		
3244	32.44	0.5	0.9	0.468244391	1	0.053312	0	1	1	32.230	0.053		
3245	32.45	0.5	0.9	0.466744391	1	0.058223407	0	1	1	32.230	0.058		
3246	32.46	0.5	0.9	0.465244391	1	0.063323259	0	1	1	32.230	0.063		
3247	32.47	0.5	0.9	0.463744391	1	0.068608	0	1	1	32.230	0.069		
3248	32.48	0.5	0.9	0.462244391	1	0.074074074	0	1	1	32.230	0.074		
3249	32.49	0.5	0.9	0.460744391	1	0.079717926	0	1	1	32.230	0.080		
3250	32.5	0.5	0.9	0.459244391	1	0.085536	0	1	1	32.230	0.086		
3251	32.51	0.5	0.9	0.457744391	1	0.091524741	0	1	1	32.230	0.092		
3252	32.52	0.5	0.9	0.456244391	1	0.097680593	0	1	1	32.230	0.098		
3253	32.53	0.5	0.9	0.454744391	1	0.104	0	1	1	32.230	0.104		
3254	32.54	0.5	0.9	0.453244391	1	0.110479407	0	1	1	32.230	0.110		
3255	32.55	0.5	0.9	0.451744391	1	0.117115259	0	1	1	32.230	0.117		
3256	32.56	0.5	0.9	0.450244391	1	0.123904	0	1	1	32.230	0.124		
3257	32.57	0.5	0.9	0.448744391	1	0.130842074	0	1	1	32.230	0.131		
3258	32.58	0.5	0.9	0.447244391	1	0.137925926	0	1	1	32.230	0.138		
3259	32.59	0.5	0.9	0.445744391	1	0.145152	0	1	1	32.230	0.145		
3260	32.6	0.5	0.9	0.444244391	1	0.152516741	0	1	1	32.230	0.153		
3261	32.61	0.5	0.9	0.442744391	1	0.160016593	0	1	1	32.230	0.160		
3262	32.62	0.5	0.9	0.441244391	1	0.167648	0	1	1	32.230	0.168		
3263	32.63	0.5	0.9	0.439744391	1	0.175407407	0	1	1	32.230	0.175		
3264	32.64	0.5	0.9	0.438244391	1	0.183291259	0	1	1	32.230	0.183		
3265	32.65	0.5	0.9	0.436744391	1	0.191296	0	1	1	32.230	0.191		
3266	32.66	0.5	0.9	0.435244391	1	0.199418074	0	1	1	32.230	0.199		
3267	32.67	0.5	0.9	0.433744391	1	0.207653926	0	1	1	32.230	0.208		
3268	32.68	0.5	0.9	0.432244391	1	0.216	0	1	1	32.230	0.216		
3269	32.69	0.5	0.9	0.430744391	1	0.224452741	0	1	1	32.230	0.224		
3270	32.7	0.5	0.9	0.429244391	1	0.233008593	0	1	1	32.230	0.233		
3271	32.71	0.5	0.9	0.427744391	1	0.241664	0	1	1	32.230	0.242		
3272	32.72	0.5	0.9	0.426244391	1	0.250415407	0	1	1	32.230	0.250		
3273	32.73	0.5	0.9	0.424744391	1	0.259259259	0	1	1	32.230	0.259		
3274	32.74	0.5	0.9	0.423244391	1	0.268192	0	1	1	32.230	0.268		
3275	32.75	0.5	0.9	0.421744391	1	0.277210074	0	1	1	32.230	0.277		
3276	32.76	0.5	0.9	0.420244391	1	0.286309926	0	1	1	32.230	0.286		
3277	32.77	0.5	0.9	0.418744391	1	0.295488	0	1	1	32.230	0.295		
3278	32.78	0.5	0.9	0.417244391	1	0.304740741	0	1	1	32.230	0.305		
3279	32.79	0.5	0.9	0.415744391	1	0.314064593	0	1	1	32.230	0.314		
3280	32.8	0.5	0.9	0.414244391	1	0.323456	0	1	1	32.230	0.323		
3281	32.81	0.5	0.9	0.412744391	1	0.332911407	0	1	1	32.230	0.333		
3282	32.82	0.5	0.9	0.411244391	1	0.342427259	0	1	1	32.230	0.342		
3283	32.83	0.5	0.9	0.409744391	1	0.352	0	1	1	32.230	0.352		
3284	32.84	0.5	0.9	0.408244391	1	0.361626074	0	1	1	32.230	0.362		
3285	32.85	0.5	0.9	0.406744391	1	0.371301926	0	1	1	32.230	0.371		
3286	32.86	0.5	0.9	0.405244391	1	0.381024	0	1	1	32.230	0.381		
3287	32.87	0.5	0.9	0.403744391	1	0.390788741	0	1	1	32.230	0.391		
3288	32.88	0.5	0.9	0.402244391	1	0.400592593	0	1	1	32.230	0.401		
3289	32.89	0.5	0.9	0.400744391	1	0.410432	0	1	1	32.230	0.410		
3290	32.9	0.5	0.9	0.400744391	1	0.420303407	0	1	1	32.230	0.420		
3291	32.91	0.5	0.9	0.400744391	1	0.430203259	0	1	1	32.230	0.430		
3292	32.92	0.5	0.9	0.400744391	1	0.440128	0	1	1	32.230	0.440		
3293	32.93	0.5	0.9	0.400744391	1	0.450074074	0	1	1	32.230	0.450		
3294	32.94	0.5	0.9	0.400744391	1	0.460037926	0	1	1	32.230	0.460		
3295	32.95	0.5	0.9	0.400744391	1	0.470016	0	1	1	32.230	0.470		
3296	32.96	0.5	0.9	0.400744391	1	0.480004741	0	1	1	32.230	0.480		
3297	32.97	0.5	0.9	0.400744391	1	0.490000593	0	1	1	32.230	0.490		
3298	32.98	0.5	0.9	0.400744391	1	0.5	0	1	1	32.230	0.500		
3299	32.99	0.5	0.9	0.400744391	1	0.509999407	0	1	1	32.230	0.510		
3300	33	0.5	0.9	0.400744391	1	0.519995259	0	1	1	32.230	0.520		
3301	33.01	0.5	0.9	0.400744391	1	0.529984	0	1	1	32.230	0.530		
3302	33.02	0.5	0.9	0.400744391	1	0.539962074	0	1	1	32.230	0.540		
3303	33.03	0.5	0.9	0.400744391	1	0.549925926	0	1	1	32.230	0.550		
3304	33.04	0.5	0.9	0.400744391	1	0.559872	0	1	1	32.230	0.560		
3305	33.05	0.5	0.9	0.400744391	1	0.569796741	0	1	1	32.230	0.570		
3306	33.06	0.5	0.9	0.400744391	1	0.579696593	0	1	1	32.230	0.580		
3307	33.07	0.5	0.9	0.400744391	1	0.589568	0	1	1	32.230	0.590		
3308	33.08	0.5	0.9	0.400744391	1	0.599407407	0	1	1	32.230	0.599		
3309	33.09	0.5	0.9	0.400744391	1	0.609211259	0	1	1	32.230	0.609		
3310	33.1	0.5	0.9	0.400744391	1	0.618976	0	1	1	32.230	0.619		
3311	33.11	0.5	0.9	0.400744391	1	0.628698074	0	1	1	32.230	0.629		
3312	33.12	0.5	0.9	0.400744391	1	0.638373926	0	1	1	32.230	0.638		
3313	33.13	0.5	0.9	0.400744391	1	0.648	0	1	1	32.230	0.648		
3314	33.14	0.5	0.9	0.400744391	1	0.657572741	0	1	1	32.230	0.658		
3315	33.15	0.5	0.9	0.400744391	1	0.667088593	0	1	1	32.230	0.667		
3316	33.16	0.5	0.9	0.400744391	1	0.676544	0	1	1	32.230	0.677		
3317	33.17	0.5	0.9	0.400744391	1	0.685935407	0	1	1	32.230	0.686		
3318	33.18	0.5	0.9	0.400744391	1	0.695259259	0	1	1	32.230	0.695		
3319	33.19	0.5	0.9	0.400744391	1	0.704512	0	1	1	32.230	0.705		
3320	33.2	0.5	0.9	0.400744391	1	0.713690074	0	1	1	32.230	0.714		
3321	33.21	0.5	0.9	0.400744391	1	0.722789926	0	1	1	32.230	0.723		
3322	33.22	0.5	0.9	0.400744391	1	0.731808	0	1	1	32.230	0.732		
3323	33.23	0.5	0.9	0.400744391	1	0.740740741	0	1	1	32.230	0.741		
3324	33.24	0.5	0.9	0.400744391	1	0.749584593	0	1	1	32.230	0.750		
3325	33.25	0.5	0.9	0.400744391	1	0.758336	0	1	1	32.230	0.758		
3326	33.26	0.5	0.9	0.400744391	1	0.766991407	0	1	1	32.230	0.767		
3327	33.27	0.5	0.9	0.400744391	1	0.775547259	0	1	1	32.230	0.776		
3328	33.28	0.5	0.9	0.400744391	1	0.784	0	1	1	32.230	0.784		
3329	33.29	0.5	0.9	0.400744391	1	0.792346074	0	1	1	32.230	0.792		
3330	33.3	0.5	0.9	0.400744391	1	0.800581926	0	1	1	32.230	0.801		
3331	33.31	0.5	0.9	0.400744391	1	0.808704	0	1	1	32.230	0.809		
3332	33.32	0.5	0.9	0.400744391	1	0.816708741	0	1	1	32.230	0.817		
3333	33.33	0.5	0.9	0.400744391	1	0.824592593	0	1	1	32.230	0.825		
3334	33.34	0.5	0.9	0.400744391	1	0.832352	0	1	1	32.230	0.832		
3335	33.35	0.5	0.9	0.400744391	1	0.839983407	0	1	1	32.230	0.840		
3336	33.36	0.5	0.9	0.400744391	1	0.847483259	0	1	1	32.230	0.847		
3337	33.37	0.5	0.9	0.400744391	1	0.854848	0	1	1	32.230	0.855		
3338	33.38	0.5	0.9	0.400744391	1	0.862074074	0	1	1	32.230	0.862		
3339	33.39	0.5	0.9	0.400744391	1	0.869157926	0	1	1	32.230	0.869		
3340	33.4	0.5	0.9	0.400744391	1	0.876096	0	1	1	32.230	0.876		
3341	33.41	0.5	0.9	0.400744391	1	0.882884741	0	1	1	32.230	0.883		
3342	33.42	0.5	0.9	0.400744391	1	0.889520593	0	1	1	32.230	0.890		
3343	33.43	0.5	0.9	0.400744391	1	0.896	0	1	1	32.230	0.896		
3344	33.44	0.5	0.9	0.400744391	1	0.902319407	0	1	1	32.230	0.902		
3345	33.45	0.5	0.9	0.400744391	1	0.908475259	0	1	1	32.230	0.908		
3346	33.46	0.5	0.9	0.400744391	1	0.914464	0	1	1	32.230	0.914		
3347	33.47	0.5	0.9	0.400744391	1	0.920282074	0	1	1	32.230	0.920		
3348	33.48	0.5	0.9	0.400744391	1	0.925925926	0	1	1	32.230	0.926		
3349	33.49	0.5	0.9	0.400744391	1	0.931392	0	1	1	32.230	0.931		
3350	33.5	0.5	0.9	0.400744391	1	0.936676741	0	1	1	32.230	0.937		
3351	33.51	0.5	0.9	0.400744391	1	0.941776593	0	1	1	32.230	0.942		
3352	33.52	0.5	0.9	0.400744391	1	0.946688	0	1	1	32.230	0.947		
3353	33.53	0.5	0.9	0.401	1	0.951407407	0	1	1	32.230	0.951		
3354	33.54	0.5	0.9	0.401255609	1	0.955931259	0	1	1	32.230	0.956		
3355	33.55	0.5	0.9	0.401511219	1	0.960256	0	1	1	32.230	0.960		
3356	33.56	0.5	0.9	0.401766828	1	0.964378074	0	1	1	32.230	0.964		
3357	33.57	0.5	0.9	0.402022438	1	0.968293926	0	1	1	32.230	0.968		
3358	33.58	0.5	0.9	0.402278047	1	0.972	0	1	1	32.230	0.972		
3359	33.59	0.5	0.9	0.402533657	1	0.975492741	0	1	1	32.230	0.975		
3360	33.6	0.5	0.9	0.402789266	1	0.978768593	0	1	1	32.230	0.979		
3361	33.61	0.5	0.9	0.403044876	1	0.981824	0	1	1	32.230	0.982		
3362	33.62	0.5	0.9	0.403300485	1	0.984655407	0	1	1	32.230	0.985		
3363	33.63	0.5	0.9	0.403556095	1	0.987259259	0	1	1	32.230	0.987		
3364	33.64	0.5	0.9	0.403811704	1	0.989632	0	1	1	32.230	0.990		
3365	33.65	0.5	0.9	0.404067314	1	0.991770074	0	1	1	32.230	0.992		
3366	33.66	0.5	0.9	0.404322923	1	0.993669926	0	1	1	32.230	0.994		
3367	33.67	0.5	0.9	0.404578533	1	0.995328	0	1	1	32.230	0.995		
3368	33.68	0.5	0.9	0.404834142	1	0.996740741	0	1	1	32.230	0.997		
3369	33.69	0.5	0.9	0.405089751	1	0.997904593	0	1	1	32.230	0.998		
3370	33.7	0.5	0.9	0.405345361	1	0.998816	0	1	1	32.230	0.999		
3371	33.71	0.5	0.9	0.40560097	1	0.999471407	0	1	1	32.230	0.999		
3372	33.72	0.5	0.9	0.40585658	1	0.999867259	0	1	1	32.230	1.000		
3373	33.73	0.5	0.9	0.406112189	1	1	0	1	1	32.230	1.000		
3374	33.74	0.5	0.9	0.406367799	1	1	0	1	1	32.230	1.000		
3375	33.75	0.5	0.9	0.406623408	1	1	0	1	1	32.230	1.000		
3376	33.76	0.5	0.9	0.406879018	1	1	0	1	1	32.230	1.000		
3377	33.77	0.5	0.9	0.407134627	1	1	0	1	1	32.230	1.000		
3378	33.78	0.5	0.9	0.407262432	1	1	0	1	1	32.230	1.000		
3379	33.79	0.5	0.9	0.407390237	1	1	0	1	1	32.230	1.000		
3380	33.8	0.5	0.9	0.408901456	1	1	0	1	1	32.230	1.000		
3381	33.81	0.5	0.9	0.410157065	1	1	0	1	1	32.230	1.000		
3382	33.82	0.5	0.9	0.411412675	1	1	0	1	1	32.230	1.000		
3383	33.83	0.5	0.9	0.412668284	1	1	0	1	1	32.230	1.000		
3384	33.84	0.5	0.9	0.413923894	1	1	0	1	1	32.230	1.000		
3385	33.85	0.5	0.9	0.415179503	1	1	0	1	1	32.230	1.000		
3386	33.86	0.5	0.9	0.416435112	1	1	0	1	1	32.230	1.000		
3387	33.87	0.5	0.9	0.417690722	1	1	0	1	1	32.230	1.000		
3388	33.88	0.5	0.9	0.418946331	1	1	0	1	1	32.230	1.000		
3389	33.89	0.5	0.9	0.420201941	1	1	0	1	1	32.230	1.000		
3390	33.9	0.5	0.9	0.42145755	1	1	0	1	1	32.230	1.000		
3391	33.91	0.5	0.9	0.42271316	1	1	0	1	1	32.230	1.000		
3392	33.92	0.5	0.9	0.423968769	1	1	0	1	1	32.230	1.000		
3393	33.93	0.5	0.9	0.425224379	1	1	0	1	1	32.230	1.000		
3394	33.94	0.5	0.9	0.426479988	1	1	0	1	1	32.230	1.000		
3395	33.95	0.5	0.9	0.427735598	1	1	0	1	1	32.230	1.000		
3396	33.96	0.5	0.9	0.428991207	1	1	0	1	1	32.230	1.000		
3397	33.97	0.5	0.9	0.430246817	1	1	0	1	1	32.230	1.000		
3398	33.98	0.5	0.9	0.431502426	1	1	0	1	1	32.230	1.000		
3399	33.99	0.5	0.9	0.432758036	1	1	0	1	1	32.230	1.000		
3400	34	0.5	0.9	0.434013645	1	1	0	1	1	32.230	1.000		
3401	34.01	0.5	0.9	0.435269254	1	1	0	1	1	32.230	1.000		
3402	34.02	0.5	0.9	0.436524864	1	1	0	1	1	32.230	1.000		
3403	34.03	0.5	0.9	0.437780473	1	1	0	1	1	32.230	1.000		
3404	34.04	0.5	0.9	0.439036083	1	1	0	1	1	32.230	1.000		
3405	34.05	0.5	0.9	0.440291692	1	1	0	1	1	32.230	1.000		
3406	34.06	0.5	0.9	0.441547302	1	1	0	1	1	32.230	1.000		
3407	34.07	0.5	0.9	0.442802911	1	1	0	1	1	32.230	1.000		
3408	34.08	0.5	0.9	0.444058521	1	1	0	1	1	32.230	1.000		
3409	34.09	0.5	0.9	0.44531413	1	1	0	1	1	32.230	1.000		
3410	34.1	0.5	0.9	0.44656974	1	1	0	1	1	32.230	1.000		
3411	34.11	0.5	0.9	0.447825349	1	1	0	1	1	32.230	1.000		
3412	34.12	0.5	0.9	0.449080959	1	1	0	1	1	32.230	1.000		
3413	34.13	0.5	0.9	0.450336568	1	1	0	1	1	32.230	1.000		
3414	34.14	0.5	0.9	0.451592178	1	1	0	1	1	32.230	1.000		
3415	34.15	0.5	0.9	0.452847787	1	1	0	1	1	32.230	1.000		
3416	34.16	0.5	0.9	0.454103397	1	1	0	1	1	32.230	1.000		
3417	34.17	0.5	0.9	0.455359006	1	1	0	1	1	32.230	1.000		
3418	34.18	0.5	0.9	0.456614615	1	1	0	1	1	32.230	1.000		
3419	34.19	0.5	0.9	0.457870225	1	1	0	1	1	32.230	1.000		
3420	34.2	0.5	0.9	0.459125834	1	1	0	1	1	32.230	1.000		
3421	34.21	0.5	0.9	0.460381444	1	1	0	1	1	32.230	1.000		
3422	34.22	0.5	0.9	0.461637053	1	1	0	1	1	32.230	1.000		
3423	34.23	0.5	0.9	0.462892663	1	1	0	1	1	32.230	1.000		
3424	34.24	0.5	0.9	0.464148272	1	1	0	1	1	32.230	1.000		
3425	34.25	0.5	0.9	0.465403882	1	1	0	1	1	32.230	1.000		
3426	34.26	0.5	0.9	0.466659491	1	1	0	1	1	32.230	1.000		
