Energy virulence model		dt	E_lower	 E_upper									
m	5997	0.01	0.5	0.9									
													
			smooth_step parameter										
			step_time	1.5									
													
				"E (Energy) series is fixed here, ie not calculated "									
k	t	E_lower (lhs)	E_upper (lhs)	E (lhs)	Step-Virulence (rhs)	Smooth-Step_Virulence (rhs)	E_lower<E<E_upper	E<E_lower	from below	t_last_switch	smoothstep		
1004	10.04	0.5	0.9	0.554700003	1	1	1	0	1	4.010	1.000		
1005	10.05	0.5	0.9	0.555200003	1	1	1	0	1	4.010	1.000		
1006	10.06	0.5	0.9	0.555700003	1	1	1	0	1	4.010	1.000		
1007	10.07	0.5	0.9	0.556200003	1	1	1	0	1	4.010	1.000		
1008	10.08	0.5	0.9	0.556700003	1	1	1	0	1	4.010	1.000		
1009	10.09	0.5	0.9	0.557200003	1	1	1	0	1	4.010	1.000		
1010	10.1	0.5	0.9	0.557700003	1	1	1	0	1	4.010	1.000		
1011	10.11	0.5	0.9	0.558200003	1	1	1	0	1	4.010	1.000		
1012	10.12	0.5	0.9	0.558700003	1	1	1	0	1	4.010	1.000		
1013	10.13	0.5	0.9	0.559200003	1	1	1	0	1	4.010	1.000		
1014	10.14	0.5	0.9	0.559700003	1	1	1	0	1	4.010	1.000		
1015	10.15	0.5	0.9	0.560200004	1	1	1	0	1	4.010	1.000		
1016	10.16	0.5	0.9	0.560700004	1	1	1	0	1	4.010	1.000		
1017	10.17	0.5	0.9	0.561200004	1	1	1	0	1	4.010	1.000		
1018	10.18	0.5	0.9	0.561700004	1	1	1	0	1	4.010	1.000		
1019	10.19	0.5	0.9	0.562200004	1	1	1	0	1	4.010	1.000		
1020	10.2	0.5	0.9	0.562700004	1	1	1	0	1	4.010	1.000		
1021	10.21	0.5	0.9	0.563200004	1	1	1	0	1	4.010	1.000		
1022	10.22	0.5	0.9	0.563700004	1	1	1	0	1	4.010	1.000		
1023	10.23	0.5	0.9	0.564200004	1	1	1	0	1	4.010	1.000		
1024	10.24	0.5	0.9	0.564700004	1	1	1	0	1	4.010	1.000		
1025	10.25	0.5	0.9	0.565200004	1	1	1	0	1	4.010	1.000		
1026	10.26	0.5	0.9	0.565700004	1	1	1	0	1	4.010	1.000		
1027	10.27	0.5	0.9	0.566200004	1	1	1	0	1	4.010	1.000		
1028	10.28	0.5	0.9	0.566700004	1	1	1	0	1	4.010	1.000		
1029	10.29	0.5	0.9	0.567200004	1	1	1	0	1	4.010	1.000		
1030	10.3	0.5	0.9	0.567700004	1	1	1	0	1	4.010	1.000		
1031	10.31	0.5	0.9	0.568200004	1	1	1	0	1	4.010	1.000		
1032	10.32	0.5	0.9	0.568700004	1	1	1	0	1	4.010	1.000		
1033	10.33	0.5	0.9	0.569200004	1	1	1	0	1	4.010	1.000		
1034	10.34	0.5	0.9	0.569700004	1	1	1	0	1	4.010	1.000		
1035	10.35	0.5	0.9	0.570200004	1	1	1	0	1	4.010	1.000		
1036	10.36	0.5	0.9	0.570700004	1	1	1	0	1	4.010	1.000		
1037	10.37	0.5	0.9	0.571200004	1	1	1	0	1	4.010	1.000		
1038	10.38	0.5	0.9	0.571700004	1	1	1	0	1	4.010	1.000		
1039	10.39	0.5	0.9	0.572200004	1	1	1	0	1	4.010	1.000		
1040	10.4	0.5	0.9	0.572700004	1	1	1	0	1	4.010	1.000		
1041	10.41	0.5	0.9	0.573200004	1	1	1	0	1	4.010	1.000		
1042	10.42	0.5	0.9	0.573700004	1	1	1	0	1	4.010	1.000		
1043	10.43	0.5	0.9	0.574200004	1	1	1	0	1	4.010	1.000		
1044	10.44	0.5	0.9	0.574700004	1	1	1	0	1	4.010	1.000		
1045	10.45	0.5	0.9	0.575200004	1	1	1	0	1	4.010	1.000		
1046	10.46	0.5	0.9	0.575700004	1	1	1	0	1	4.010	1.000		
1047	10.47	0.5	0.9	0.576200004	1	1	1	0	1	4.010	1.000		
1048	10.48	0.5	0.9	0.576700004	1	1	1	0	1	4.010	1.000		
1049	10.49	0.5	0.9	0.577200004	1	1	1	0	1	4.010	1.000		
1050	10.5	0.5	0.9	0.577700004	1	1	1	0	1	4.010	1.000		
1051	10.51	0.5	0.9	0.578200004	1	1	1	0	1	4.010	1.000		
1052	10.52	0.5	0.9	0.578700004	1	1	1	0	1	4.010	1.000		
1053	10.53	0.5	0.9	0.579200004	1	1	1	0	1	4.010	1.000		
1054	10.54	0.5	0.9	0.579700004	1	1	1	0	1	4.010	1.000		
1055	10.55	0.5	0.9	0.580200004	1	1	1	0	1	4.010	1.000		
1056	10.56	0.5	0.9	0.580700004	1	1	1	0	1	4.010	1.000		
1057	10.57	0.5	0.9	0.581200004	1	1	1	0	1	4.010	1.000		
1058	10.58	0.5	0.9	0.581700004	1	1	1	0	1	4.010	1.000		
1059	10.59	0.5	0.9	0.582200004	1	1	1	0	1	4.010	1.000		
1060	10.6	0.5	0.9	0.582700004	1	1	1	0	1	4.010	1.000		
1061	10.61	0.5	0.9	0.583200004	1	1	1	0	1	4.010	1.000		
1062	10.62	0.5	0.9	0.583700004	1	1	1	0	1	4.010	1.000		
1063	10.63	0.5	0.9	0.584200004	1	1	1	0	1	4.010	1.000		
1064	10.64	0.5	0.9	0.584700004	1	1	1	0	1	4.010	1.000		
1065	10.65	0.5	0.9	0.585200004	1	1	1	0	1	4.010	1.000		
1066	10.66	0.5	0.9	0.585700004	1	1	1	0	1	4.010	1.000		
1067	10.67	0.5	0.9	0.586200004	1	1	1	0	1	4.010	1.000		
1068	10.68	0.5	0.9	0.586700004	1	1	1	0	1	4.010	1.000		
1069	10.69	0.5	0.9	0.587200004	1	1	1	0	1	4.010	1.000		
1070	10.7	0.5	0.9	0.587700004	1	1	1	0	1	4.010	1.000		
1071	10.71	0.5	0.9	0.588200004	1	1	1	0	1	4.010	1.000		
1072	10.72	0.5	0.9	0.588700004	1	1	1	0	1	4.010	1.000		
1073	10.73	0.5	0.9	0.589200004	1	1	1	0	1	4.010	1.000		
1074	10.74	0.5	0.9	0.589700004	1	1	1	0	1	4.010	1.000		
1075	10.75	0.5	0.9	0.590200004	1	1	1	0	1	4.010	1.000		
1076	10.76	0.5	0.9	0.590700004	1	1	1	0	1	4.010	1.000		
1077	10.77	0.5	0.9	0.591200004	1	1	1	0	1	4.010	1.000		
1078	10.78	0.5	0.9	0.591700004	1	1	1	0	1	4.010	1.000		
1079	10.79	0.5	0.9	0.592200004	1	1	1	0	1	4.010	1.000		
1080	10.8	0.5	0.9	0.592700004	1	1	1	0	1	4.010	1.000		
1081	10.81	0.5	0.9	0.593200004	1	1	1	0	1	4.010	1.000		
1082	10.82	0.5	0.9	0.593700004	1	1	1	0	1	4.010	1.000		
1083	10.83	0.5	0.9	0.594200004	1	1	1	0	1	4.010	1.000		
1084	10.84	0.5	0.9	0.594700004	1	1	1	0	1	4.010	1.000		
1085	10.85	0.5	0.9	0.595200004	1	1	1	0	1	4.010	1.000		
1086	10.86	0.5	0.9	0.595700004	1	1	1	0	1	4.010	1.000		
1087	10.87	0.5	0.9	0.596200004	1	1	1	0	1	4.010	1.000		
1088	10.88	0.5	0.9	0.596700004	1	1	1	0	1	4.010	1.000		
1089	10.89	0.5	0.9	0.597200004	1	1	1	0	1	4.010	1.000		
1090	10.9	0.5	0.9	0.597700004	1	1	1	0	1	4.010	1.000		
1091	10.91	0.5	0.9	0.598200004	1	1	1	0	1	4.010	1.000		
1092	10.92	0.5	0.9	0.598700004	1	1	1	0	1	4.010	1.000		
1093	10.93	0.5	0.9	0.599200004	1	1	1	0	1	4.010	1.000		
1094	10.94	0.5	0.9	0.599700004	1	1	1	0	1	4.010	1.000		
1095	10.95	0.5	0.9	0.600200004	1	1	1	0	1	4.010	1.000		
1096	10.96	0.5	0.9	0.600700004	1	1	1	0	1	4.010	1.000		
1097	10.97	0.5	0.9	0.601200004	1	1	1	0	1	4.010	1.000		
1098	10.98	0.5	0.9	0.601700004	1	1	1	0	1	4.010	1.000		
1099	10.99	0.5	0.9	0.602200004	1	1	1	0	1	4.010	1.000		
1100	11	0.5	0.9	0.602700004	1	1	1	0	1	4.010	1.000		
1101	11.01	0.5	0.9	0.603200004	1	1	1	0	1	4.010	1.000		
1102	11.02	0.5	0.9	0.603700004	1	1	1	0	1	4.010	1.000		
1103	11.03	0.5	0.9	0.604200004	1	1	1	0	1	4.010	1.000		
1104	11.04	0.5	0.9	0.604700004	1	1	1	0	1	4.010	1.000		
1105	11.05	0.5	0.9	0.605200004	1	1	1	0	1	4.010	1.000		
1106	11.06	0.5	0.9	0.6045	1	1	1	0	1	4.010	1.000		
1107	11.07	0.5	0.9	0.603799996	1	1	1	0	1	4.010	1.000		
1108	11.08	0.5	0.9	0.603099991	1	1	1	0	1	4.010	1.000		
1109	11.09	0.5	0.9	0.602399987	1	1	1	0	1	4.010	1.000		
1110	11.1	0.5	0.9	0.601699982	1	1	1	0	1	4.010	1.000		
1111	11.11	0.5	0.9	0.600999978	1	1	1	0	1	4.010	1.000		
1112	11.12	0.5	0.9	0.600299973	1	1	1	0	1	4.010	1.000		
1113	11.13	0.5	0.9	0.599599969	1	1	1	0	1	4.010	1.000		
1114	11.14	0.5	0.9	0.598899964	1	1	1	0	1	4.010	1.000		
1115	11.15	0.5	0.9	0.59819996	1	1	1	0	1	4.010	1.000		
1116	11.16	0.5	0.9	0.597499955	1	1	1	0	1	4.010	1.000		
1117	11.17	0.5	0.9	0.596799951	1	1	1	0	1	4.010	1.000		
1118	11.18	0.5	0.9	0.596099947	1	1	1	0	1	4.010	1.000		
1119	11.19	0.5	0.9	0.595399942	1	1	1	0	1	4.010	1.000		
1120	11.2	0.5	0.9	0.594699938	1	1	1	0	1	4.010	1.000		
1121	11.21	0.5	0.9	0.593999933	1	1	1	0	1	4.010	1.000		
1122	11.22	0.5	0.9	0.593299929	1	1	1	0	1	4.010	1.000		
1123	11.23	0.5	0.9	0.592599924	1	1	1	0	1	4.010	1.000		
1124	11.24	0.5	0.9	0.59189992	1	1	1	0	1	4.010	1.000		
1125	11.25	0.5	0.9	0.591199915	1	1	1	0	1	4.010	1.000		
1126	11.26	0.5	0.9	0.590499911	1	1	1	0	1	4.010	1.000		
1127	11.27	0.5	0.9	0.589799907	1	1	1	0	1	4.010	1.000		
1128	11.28	0.5	0.9	0.589099902	1	1	1	0	1	4.010	1.000		
1129	11.29	0.5	0.9	0.588399898	1	1	1	0	1	4.010	1.000		
1130	11.3	0.5	0.9	0.587699893	1	1	1	0	1	4.010	1.000		
1131	11.31	0.5	0.9	0.586999889	1	1	1	0	1	4.010	1.000		
1132	11.32	0.5	0.9	0.586299884	1	1	1	0	1	4.010	1.000		
1133	11.33	0.5	0.9	0.58559988	1	1	1	0	1	4.010	1.000		
1134	11.34	0.5	0.9	0.584899875	1	1	1	0	1	4.010	1.000		
1135	11.35	0.5	0.9	0.584199871	1	1	1	0	1	4.010	1.000		
1136	11.36	0.5	0.9	0.583499866	1	1	1	0	1	4.010	1.000		
1137	11.37	0.5	0.9	0.582799862	1	1	1	0	1	4.010	1.000		
1138	11.38	0.5	0.9	0.582099858	1	1	1	0	1	4.010	1.000		
1139	11.39	0.5	0.9	0.581399853	1	1	1	0	1	4.010	1.000		
1140	11.4	0.5	0.9	0.580699849	1	1	1	0	1	4.010	1.000		
1141	11.41	0.5	0.9	0.579999844	1	1	1	0	1	4.010	1.000		
1142	11.42	0.5	0.9	0.57929984	1	1	1	0	1	4.010	1.000		
1143	11.43	0.5	0.9	0.578599835	1	1	1	0	1	4.010	1.000		
1144	11.44	0.5	0.9	0.577899831	1	1	1	0	1	4.010	1.000		
1145	11.45	0.5	0.9	0.577199826	1	1	1	0	1	4.010	1.000		
1146	11.46	0.5	0.9	0.576499822	1	1	1	0	1	4.010	1.000		
1147	11.47	0.5	0.9	0.575799818	1	1	1	0	1	4.010	1.000		
1148	11.48	0.5	0.9	0.575099813	1	1	1	0	1	4.010	1.000		
1149	11.49	0.5	0.9	0.574399809	1	1	1	0	1	4.010	1.000		
1150	11.5	0.5	0.9	0.573699804	1	1	1	0	1	4.010	1.000		
1151	11.51	0.5	0.9	0.5729998	1	1	1	0	1	4.010	1.000		
1152	11.52	0.5	0.9	0.572299795	1	1	1	0	1	4.010	1.000		
1153	11.53	0.5	0.9	0.571599791	1	1	1	0	1	4.010	1.000		
1154	11.54	0.5	0.9	0.570899786	1	1	1	0	1	4.010	1.000		
1155	11.55	0.5	0.9	0.570199782	1	1	1	0	1	4.010	1.000		
1156	11.56	0.5	0.9	0.569499777	1	1	1	0	1	4.010	1.000		
1157	11.57	0.5	0.9	0.568799773	1	1	1	0	1	4.010	1.000		
1158	11.58	0.5	0.9	0.568099769	1	1	1	0	1	4.010	1.000		
1159	11.59	0.5	0.9	0.567399764	1	1	1	0	1	4.010	1.000		
1160	11.6	0.5	0.9	0.56669976	1	1	1	0	1	4.010	1.000		
1161	11.61	0.5	0.9	0.565999755	1	1	1	0	1	4.010	1.000		
1162	11.62	0.5	0.9	0.565299751	1	1	1	0	1	4.010	1.000		
1163	11.63	0.5	0.9	0.564599746	1	1	1	0	1	4.010	1.000		
1164	11.64	0.5	0.9	0.563899742	1	1	1	0	1	4.010	1.000		
1165	11.65	0.5	0.9	0.563199737	1	1	1	0	1	4.010	1.000		
1166	11.66	0.5	0.9	0.562499733	1	1	1	0	1	4.010	1.000		
1167	11.67	0.5	0.9	0.561799729	1	1	1	0	1	4.010	1.000		
1168	11.68	0.5	0.9	0.561099724	1	1	1	0	1	4.010	1.000		
1169	11.69	0.5	0.9	0.56039972	1	1	1	0	1	4.010	1.000		
1170	11.7	0.5	0.9	0.559699715	1	1	1	0	1	4.010	1.000		
1171	11.71	0.5	0.9	0.558999711	1	1	1	0	1	4.010	1.000		
1172	11.72	0.5	0.9	0.558299706	1	1	1	0	1	4.010	1.000		
1173	11.73	0.5	0.9	0.557599702	1	1	1	0	1	4.010	1.000		
1174	11.74	0.5	0.9	0.556899697	1	1	1	0	1	4.010	1.000		
1175	11.75	0.5	0.9	0.556199693	1	1	1	0	1	4.010	1.000		
1176	11.76	0.5	0.9	0.555499688	1	1	1	0	1	4.010	1.000		
1177	11.77	0.5	0.9	0.554799684	1	1	1	0	1	4.010	1.000		
1178	11.78	0.5	0.9	0.55409968	1	1	1	0	1	4.010	1.000		
1179	11.79	0.5	0.9	0.553399675	1	1	1	0	1	4.010	1.000		
1180	11.8	0.5	0.9	0.552699671	1	1	1	0	1	4.010	1.000		
1181	11.81	0.5	0.9	0.551999666	1	1	1	0	1	4.010	1.000		
1182	11.82	0.5	0.9	0.551299662	1	1	1	0	1	4.010	1.000		
1183	11.83	0.5	0.9	0.550599657	1	1	1	0	1	4.010	1.000		
1184	11.84	0.5	0.9	0.549899653	1	1	1	0	1	4.010	1.000		
1185	11.85	0.5	0.9	0.549199648	1	1	1	0	1	4.010	1.000		
1186	11.86	0.5	0.9	0.548499644	1	1	1	0	1	4.010	1.000		
1187	11.87	0.5	0.9	0.54779964	1	1	1	0	1	4.010	1.000		
1188	11.88	0.5	0.9	0.547099635	1	1	1	0	1	4.010	1.000		
1189	11.89	0.5	0.9	0.546399631	1	1	1	0	1	4.010	1.000		
1190	11.9	0.5	0.9	0.545699626	1	1	1	0	1	4.010	1.000		
1191	11.91	0.5	0.9	0.544999622	1	1	1	0	1	4.010	1.000		
1192	11.92	0.5	0.9	0.544299617	1	1	1	0	1	4.010	1.000		
1193	11.93	0.5	0.9	0.543599613	1	1	1	0	1	4.010	1.000		
1194	11.94	0.5	0.9	0.542899608	1	1	1	0	1	4.010	1.000		
1195	11.95	0.5	0.9	0.542199604	1	1	1	0	1	4.010	1.000		
1196	11.96	0.5	0.9	0.541499599	1	1	1	0	1	4.010	1.000		
1197	11.97	0.5	0.9	0.540799595	1	1	1	0	1	4.010	1.000		
1198	11.98	0.5	0.9	0.540099591	1	1	1	0	1	4.010	1.000		
1199	11.99	0.5	0.9	0.539399586	1	1	1	0	1	4.010	1.000		
1200	12	0.5	0.9	0.538699582	1	1	1	0	1	4.010	1.000		
1201	12.01	0.5	0.9	0.537999577	1	1	1	0	1	4.010	1.000		
1202	12.02	0.5	0.9	0.537299573	1	1	1	0	1	4.010	1.000		
1203	12.03	0.5	0.9	0.536599568	1	1	1	0	1	4.010	1.000		
1204	12.04	0.5	0.9	0.535899564	1	1	1	0	1	4.010	1.000		
1205	12.05	0.5	0.9	0.535199559	1	1	1	0	1	4.010	1.000		
1206	12.06	0.5	0.9	0.536476747	1	1	1	0	1	4.010	1.000		
1207	12.07	0.5	0.9	0.536707211	1	1	1	0	1	4.010	1.000		
1208	12.08	0.5	0.9	0.536938219	1	1	1	0	1	4.010	1.000		
1209	12.09	0.5	0.9	0.537169772	1	1	1	0	1	4.010	1.000		
1210	12.1	0.5	0.9	0.53740187	1	1	1	0	1	4.010	1.000		
1211	12.11	0.5	0.9	0.537634513	1	1	1	0	1	4.010	1.000		
1212	12.12	0.5	0.9	0.537867701	1	1	1	0	1	4.010	1.000		
1213	12.13	0.5	0.9	0.538101436	1	1	1	0	1	4.010	1.000		
1214	12.14	0.5	0.9	0.538335716	1	1	1	0	1	4.010	1.000		
1215	12.15	0.5	0.9	0.538570543	1	1	1	0	1	4.010	1.000		
1216	12.16	0.5	0.9	0.538805917	1	1	1	0	1	4.010	1.000		
1217	12.17	0.5	0.9	0.539041837	1	1	1	0	1	4.010	1.000		
1218	12.18	0.5	0.9	0.539278306	1	1	1	0	1	4.010	1.000		
1219	12.19	0.5	0.9	0.539515322	1	1	1	0	1	4.010	1.000		
1220	12.2	0.5	0.9	0.539752886	1	1	1	0	1	4.010	1.000		
1221	12.21	0.5	0.9	0.539990999	1	1	1	0	1	4.010	1.000		
1222	12.22	0.5	0.9	0.54022966	1	1	1	0	1	4.010	1.000		
1223	12.23	0.5	0.9	0.54046887	1	1	1	0	1	4.010	1.000		
1224	12.24	0.5	0.9	0.54070863	1	1	1	0	1	4.010	1.000		
1225	12.25	0.5	0.9	0.54094894	1	1	1	0	1	4.010	1.000		
1226	12.26	0.5	0.9	0.541189799	1	1	1	0	1	4.010	1.000		
1227	12.27	0.5	0.9	0.541431209	1	1	1	0	1	4.010	1.000		
1228	12.28	0.5	0.9	0.54167317	1	1	1	0	1	4.010	1.000		
1229	12.29	0.5	0.9	0.541915681	1	1	1	0	1	4.010	1.000		
1230	12.3	0.5	0.9	0.542158744	1	1	1	0	1	4.010	1.000		
1231	12.31	0.5	0.9	0.542402359	1	1	1	0	1	4.010	1.000		
1232	12.32	0.5	0.9	0.542646525	1	1	1	0	1	4.010	1.000		
1233	12.33	0.5	0.9	0.542891244	1	1	1	0	1	4.010	1.000		
1234	12.34	0.5	0.9	0.543136515	1	1	1	0	1	4.010	1.000		
1235	12.35	0.5	0.9	0.54338234	1	1	1	0	1	4.010	1.000		
1236	12.36	0.5	0.9	0.543628717	1	1	1	0	1	4.010	1.000		
1237	12.37	0.5	0.9	0.543875648	1	1	1	0	1	4.010	1.000		
1238	12.38	0.5	0.9	0.544123134	1	1	1	0	1	4.010	1.000		
1239	12.39	0.5	0.9	0.544371173	1	1	1	0	1	4.010	1.000		
1240	12.4	0.5	0.9	0.544619767	1	1	1	0	1	4.010	1.000		
1241	12.41	0.5	0.9	0.544868915	1	1	1	0	1	4.010	1.000		
1242	12.42	0.5	0.9	0.545118619	1	1	1	0	1	4.010	1.000		
1243	12.43	0.5	0.9	0.545368879	1	1	1	0	1	4.010	1.000		
1244	12.44	0.5	0.9	0.545619694	1	1	1	0	1	4.010	1.000		
1245	12.45	0.5	0.9	0.545871065	1	1	1	0	1	4.010	1.000		
1246	12.46	0.5	0.9	0.546122993	1	1	1	0	1	4.010	1.000		
1247	12.47	0.5	0.9	0.546375478	1	1	1	0	1	4.010	1.000		
1248	12.48	0.5	0.9	0.546628519	1	1	1	0	1	4.010	1.000		
1249	12.49	0.5	0.9	0.546882118	1	1	1	0	1	4.010	1.000		
1250	12.5	0.5	0.9	0.547136275	1	1	1	0	1	4.010	1.000		
1251	12.51	0.5	0.9	0.54739099	1	1	1	0	1	4.010	1.000		
1252	12.52	0.5	0.9	0.547646264	1	1	1	0	1	4.010	1.000		
1253	12.53	0.5	0.9	0.547902096	1	1	1	0	1	4.010	1.000		
1254	12.54	0.5	0.9	0.548158487	1	1	1	0	1	4.010	1.000		
1255	12.55	0.5	0.9	0.548415437	1	1	1	0	1	4.010	1.000		
1256	12.56	0.5	0.9	0.548672947	1	1	1	0	1	4.010	1.000		
1257	12.57	0.5	0.9	0.548931017	1	1	1	0	1	4.010	1.000		
1258	12.58	0.5	0.9	0.549189647	1	1	1	0	1	4.010	1.000		
1259	12.59	0.5	0.9	0.549448838	1	1	1	0	1	4.010	1.000		
1260	12.6	0.5	0.9	0.54970859	1	1	1	0	1	4.010	1.000		
1261	12.61	0.5	0.9	0.549968903	1	1	1	0	1	4.010	1.000		
1262	12.62	0.5	0.9	0.550229778	1	1	1	0	1	4.010	1.000		
1263	12.63	0.5	0.9	0.550491215	1	1	1	0	1	4.010	1.000		
1264	12.64	0.5	0.9	0.550753214	1	1	1	0	1	4.010	1.000		
1265	12.65	0.5	0.9	0.551015775	1	1	1	0	1	4.010	1.000		
1266	12.66	0.5	0.9	0.551278899	1	1	1	0	1	4.010	1.000		
1267	12.67	0.5	0.9	0.551542587	1	1	1	0	1	4.010	1.000		
1268	12.68	0.5	0.9	0.551806837	1	1	1	0	1	4.010	1.000		
1269	12.69	0.5	0.9	0.552071652	1	1	1	0	1	4.010	1.000		
1270	12.7	0.5	0.9	0.552337031	1	1	1	0	1	4.010	1.000		
1271	12.71	0.5	0.9	0.552602974	1	1	1	0	1	4.010	1.000		
1272	12.72	0.5	0.9	0.552869482	1	1	1	0	1	4.010	1.000		
1273	12.73	0.5	0.9	0.553136555	1	1	1	0	1	4.010	1.000		
1274	12.74	0.5	0.9	0.553404193	1	1	1	0	1	4.010	1.000		
1275	12.75	0.5	0.9	0.553672398	1	1	1	0	1	4.010	1.000		
1276	12.76	0.5	0.9	0.553941168	1	1	1	0	1	4.010	1.000		
1277	12.77	0.5	0.9	0.554210504	1	1	1	0	1	4.010	1.000		
1278	12.78	0.5	0.9	0.554480407	1	1	1	0	1	4.010	1.000		
1279	12.79	0.5	0.9	0.554750877	1	1	1	0	1	4.010	1.000		
1280	12.8	0.5	0.9	0.555021915	1	1	1	0	1	4.010	1.000		
1281	12.81	0.5	0.9	0.55529352	1	1	1	0	1	4.010	1.000		
1282	12.82	0.5	0.9	0.555565693	1	1	1	0	1	4.010	1.000		
1283	12.83	0.5	0.9	0.555838434	1	1	1	0	1	4.010	1.000		
1284	12.84	0.5	0.9	0.556111743	1	1	1	0	1	4.010	1.000		
1285	12.85	0.5	0.9	0.556385622	1	1	1	0	1	4.010	1.000		
1286	12.86	0.5	0.9	0.55666007	1	1	1	0	1	4.010	1.000		
1287	12.87	0.5	0.9	0.556935087	1	1	1	0	1	4.010	1.000		
1288	12.88	0.5	0.9	0.557210674	1	1	1	0	1	4.010	1.000		
1289	12.89	0.5	0.9	0.557486831	1	1	1	0	1	4.010	1.000		
1290	12.9	0.5	0.9	0.557763559	1	1	1	0	1	4.010	1.000		
1291	12.91	0.5	0.9	0.558040857	1	1	1	0	1	4.010	1.000		
1292	12.92	0.5	0.9	0.558318726	1	1	1	0	1	4.010	1.000		
1293	12.93	0.5	0.9	0.558597167	1	1	1	0	1	4.010	1.000		
1294	12.94	0.5	0.9	0.55887618	1	1	1	0	1	4.010	1.000		
1295	12.95	0.5	0.9	0.559155764	1	1	1	0	1	4.010	1.000		
1296	12.96	0.5	0.9	0.559435921	1	1	1	0	1	4.010	1.000		
1297	12.97	0.5	0.9	0.55971665	1	1	1	0	1	4.010	1.000		
1298	12.98	0.5	0.9	0.559997953	1	1	1	0	1	4.010	1.000		
1299	12.99	0.5	0.9	0.560279828	1	1	1	0	1	4.010	1.000		
1300	13	0.5	0.9	0.560562278	1	1	1	0	1	4.010	1.000		
1301	13.01	0.5	0.9	0.560845301	1	1	1	0	1	4.010	1.000		
1302	13.02	0.5	0.9	0.561128898	1	1	1	0	1	4.010	1.000		
1303	13.03	0.5	0.9	0.56141307	1	1	1	0	1	4.010	1.000		
1304	13.04	0.5	0.9	0.561697817	1	1	1	0	1	4.010	1.000		
1305	13.05	0.5	0.9	0.561983139	1	1	1	0	1	4.010	1.000		
1306	13.06	0.5	0.9	0.562269036	1	1	1	0	1	4.010	1.000		
1307	13.07	0.5	0.9	0.566055509	1	1	1	0	1	4.010	1.000		
1308	13.08	0.5	0.9	0.569841786	1	1	1	0	1	4.010	1.000		
1309	13.09	0.5	0.9	0.573627867	1	1	1	0	1	4.010	1.000		
1310	13.1	0.5	0.9	0.577413751	1	1	1	0	1	4.010	1.000		
1311	13.11	0.5	0.9	0.581199439	1	1	1	0	1	4.010	1.000		
1312	13.12	0.5	0.9	0.58498493	1	1	1	0	1	4.010	1.000		
1313	13.13	0.5	0.9	0.588770223	1	1	1	0	1	4.010	1.000		
1314	13.14	0.5	0.9	0.592555319	1	1	1	0	1	4.010	1.000		
1315	13.15	0.5	0.9	0.596340216	1	1	1	0	1	4.010	1.000		
1316	13.16	0.5	0.9	0.600124916	1	1	1	0	1	4.010	1.000		
1317	13.17	0.5	0.9	0.603909417	1	1	1	0	1	4.010	1.000		
1318	13.18	0.5	0.9	0.607693719	1	1	1	0	1	4.010	1.000		
1319	13.19	0.5	0.9	0.611477823	1	1	1	0	1	4.010	1.000		
1320	13.2	0.5	0.9	0.615261727	1	1	1	0	1	4.010	1.000		
1321	13.21	0.5	0.9	0.619045432	1	1	1	0	1	4.010	1.000		
1322	13.22	0.5	0.9	0.622828937	1	1	1	0	1	4.010	1.000		
1323	13.23	0.5	0.9	0.626612241	1	1	1	0	1	4.010	1.000		
1324	13.24	0.5	0.9	0.630395346	1	1	1	0	1	4.010	1.000		
1325	13.25	0.5	0.9	0.634178249	1	1	1	0	1	4.010	1.000		
1326	13.26	0.5	0.9	0.637960952	1	1	1	0	1	4.010	1.000		
1327	13.27	0.5	0.9	0.641743454	1	1	1	0	1	4.010	1.000		
1328	13.28	0.5	0.9	0.645525754	1	1	1	0	1	4.010	1.000		
1329	13.29	0.5	0.9	0.649307853	1	1	1	0	1	4.010	1.000		
1330	13.3	0.5	0.9	0.653089749	1	1	1	0	1	4.010	1.000		
1331	13.31	0.5	0.9	0.656871443	1	1	1	0	1	4.010	1.000		
1332	13.32	0.5	0.9	0.660652935	1	1	1	0	1	4.010	1.000		
1333	13.33	0.5	0.9	0.664434224	1	1	1	0	1	4.010	1.000		
1334	13.34	0.5	0.9	0.66821531	1	1	1	0	1	4.010	1.000		
1335	13.35	0.5	0.9	0.671996193	1	1	1	0	1	4.010	1.000		
1336	13.36	0.5	0.9	0.675776872	1	1	1	0	1	4.010	1.000		
1337	13.37	0.5	0.9	0.679557348	1	1	1	0	1	4.010	1.000		
1338	13.38	0.5	0.9	0.683337619	1	1	1	0	1	4.010	1.000		
1339	13.39	0.5	0.9	0.687117686	1	1	1	0	1	4.010	1.000		
1340	13.4	0.5	0.9	0.690897548	1	1	1	0	1	4.010	1.000		
1341	13.41	0.5	0.9	0.694677206	1	1	1	0	1	4.010	1.000		
1342	13.42	0.5	0.9	0.698456658	1	1	1	0	1	4.010	1.000		
1343	13.43	0.5	0.9	0.702235905	1	1	1	0	1	4.010	1.000		
1344	13.44	0.5	0.9	0.706014947	1	1	1	0	1	4.010	1.000		
1345	13.45	0.5	0.9	0.709793782	1	1	1	0	1	4.010	1.000		
1346	13.46	0.5	0.9	0.713572412	1	1	1	0	1	4.010	1.000		
1347	13.47	0.5	0.9	0.717350835	1	1	1	0	1	4.010	1.000		
1348	13.48	0.5	0.9	0.721129051	1	1	1	0	1	4.010	1.000		
